time,seconds_elapsed,x,y,z
1772702151928566000,4.743566,0.001784,-0.000179,-0.001147
1772702151938615000,4.753615,-0.001859,0.001258,-0.000329
1772702151948665000,4.763665,-0.001182,-0.002588,0.000974
1772702151958714000,4.773714,0.000619,-0.002542,-0.000605
1772702151968764200,4.783764,-0.000157,0.000186,0.001194
1772702151978813200,4.793813,0.000442,-0.003490,0.001474
1772702151988863000,4.803863,-0.000405,-0.001606,0.001634
1772702151998912000,4.813912,-0.001037,-0.001190,-0.001315
1772702152008962000,4.823962,-0.002839,0.001483,0.000800
1772702152019012000,4.834012,-0.001413,0.000044,0.001689
1772702152029061000,4.844061,-0.000155,0.000043,0.001499
1772702152039111200,4.854111,-0.003153,0.002553,-0.001311
1772702152049160000,4.864160,-0.000210,-0.000221,-0.003078
1772702152059210000,4.874210,-0.003399,0.001575,-0.001238
1772702152069259300,4.884259,0.001830,0.001227,0.000721
1772702152079309000,4.894309,0.002782,0.000100,0.001331
1772702152089358000,4.904358,0.000454,-0.000585,-0.000944
1772702152099408100,4.914408,-0.000273,-0.001150,0.000959
1772702152109457000,4.924457,-0.001163,-0.001435,-0.001707
1772702152119507200,4.934507,0.001433,-0.000101,-0.002402
1772702152129556200,4.944556,0.000177,-0.000448,-0.000290
1772702152139606000,4.954606,-0.000032,-0.000346,-0.000897
1772702152149655000,4.964655,-0.002223,-0.001506,-0.002411
1772702152159705000,4.974705,-0.000034,-0.000106,-0.000591
1772702152169754000,4.984754,0.000302,-0.001344,0.000754
1772702152179804200,4.994804,-0.000405,-0.000604,0.000600
1772702152189853000,5.004853,-0.002203,-0.000216,-0.000240
1772702152199903000,5.014903,0.000502,-0.000799,0.001873
1772702152209952000,5.024952,0.000383,-0.000494,-0.002259
1772702152220002000,5.035002,0.000109,0.001682,0.002335
1772702152230051000,5.045051,-0.002147,-0.000869,-0.002387
1772702152240101000,5.055101,0.000251,0.000459,0.001413
1772702152250150000,5.065150,-0.000145,0.001308,0.001494
1772702152260200000,5.075200,0.001526,-0.001630,-0.001064
1772702152270249200,5.085249,0.001725,-0.001279,-0.002285
1772702152280299000,5.095299,-0.001283,0.000244,-0.001229
1772702152290348000,5.105348,-0.002033,-0.000282,-0.000791
1772702152300398000,5.115398,-0.002593,0.001216,-0.001497
1772702152310447000,5.125447,-0.000220,0.002820,0.000486
1772702152320497200,5.135497,-0.005346,0.000612,-0.001047
1772702152330546200,5.145546,-0.001182,0.000701,-0.001096
1772702152340596000,5.155596,0.002730,0.001518,-0.000372
1772702152350645000,5.165645,-0.001550,-0.002336,-0.001013
1772702152360695000,5.175695,-0.000652,0.001563,0.000327
1772702152370744000,5.185744,-0.001139,0.000423,0.001588
1772702152380794000,5.195794,-0.000741,0.001890,0.000508
1772702152390843100,5.205843,-0.002161,0.002110,0.000908
1772702152400893000,5.215893,-0.002914,-0.001627,0.001540
1772702152410942000,5.225942,-0.001061,0.001379,-0.001481
1772702152420992300,5.235992,0.002505,-0.000887,0.002598
1772702152431042000,5.246042,0.000051,-0.000461,0.000247
1772702152441091000,5.256091,-0.000761,0.001668,-0.000604
1772702152451141000,5.266141,0.001951,0.001199,0.001507
1772702152461190000,5.276190,-0.001226,-0.001872,0.000302
1772702152471240000,5.286240,0.000567,-0.002146,-0.000842
1772702152481289200,5.296289,-0.002238,-0.000377,-0.002401
1772702152491339000,5.306339,0.000579,0.000394,0.000794
1772702152501388000,5.316388,-0.000113,0.001406,-0.001022
1772702152511437000,5.326437,0.002470,0.001214,-0.000168
1772702152521487000,5.336487,-0.000486,0.001206,0.001327
1772702152531536100,5.346536,0.000323,-0.000411,-0.001108
1772702152541586200,5.356586,0.002169,-0.000256,0.000857
1772702152551635000,5.366635,0.000853,-0.000741,0.001695
1772702152561685200,5.376685,-0.001976,0.002226,-0.000736
1772702152571734500,5.386735,0.000746,0.002249,-0.001537
1772702152581784600,5.396785,-0.000049,-0.000659,-0.000301
1772702152591833300,5.406833,-0.002118,0.001410,0.001309
1772702152601883400,5.416883,0.002100,-0.003116,0.000173
1772702152611932400,5.426932,0.000901,0.000345,0.001572
1772702152621982500,5.436982,0.000071,0.000472,0.002015
1772702152632031500,5.447031,-0.000162,0.001983,0.001335
1772702152642081500,5.457082,-0.002282,0.000364,0.000083
1772702152652130300,5.467130,0.001896,-0.001670,0.000973
1772702152662180400,5.477180,0.000382,0.000957,-0.000467
1772702152672229600,5.487230,-0.002214,0.001712,-0.001763
1772702152682279400,5.497280,0.001614,-0.000376,0.003618
1772702152692328400,5.507328,0.000837,-0.000578,0.000155
1772702152702378500,5.517378,0.003140,-0.002247,-0.001461
1772702152712427300,5.527427,0.001709,-0.000045,0.000079
1772702152722477300,5.537477,-0.000573,-0.000297,0.001867
1772702152732526600,5.547527,-0.002228,0.000954,0.001904
1772702152742576400,5.557576,-0.001699,-0.001324,0.001436
1772702152752625400,5.567625,0.000320,-0.000677,0.001245
1772702152762675500,5.577676,-0.001007,-0.000558,0.000833
1772702152772724500,5.587724,0.002530,0.000106,0.000611
1772702152782774500,5.597774,-0.002351,-0.000319,-0.001242
1772702152792823600,5.607823,-0.002540,-0.002379,-0.000008
1772702152802873300,5.617873,-0.001434,-0.000578,-0.001441
1772702152812922400,5.627922,-0.002040,0.000426,0.000916
1772702152822972400,5.637972,0.002315,0.002374,0.001109
1772702152833021400,5.648021,0.000276,0.000026,0.000889
1772702152843071500,5.658072,-0.000520,-0.000781,0.000150
1772702152853120300,5.668120,0.000201,-0.000799,0.000215
1772702152863170300,5.678170,0.001339,-0.001096,-0.000796
1772702152873220400,5.688220,-0.001688,-0.000431,-0.001027
1772702152883269600,5.698270,-0.001677,0.000535,-0.000925
1772702152893319400,5.708319,0.000510,-0.001697,0.000690
1772702152903368400,5.718368,-0.002590,-0.001502,0.000074
1772702152913418500,5.728418,-0.001856,0.000009,0.001262
1772702152923467500,5.738468,0.000011,0.000036,0.003510
1772702152933517600,5.748518,-0.001703,-0.000539,-0.000562
1772702152943566300,5.758566,-0.000087,-0.001164,-0.001433
1772702152953616400,5.768616,-0.000311,0.001128,0.000415
1772702152963665400,5.778666,-0.001829,-0.001454,0.002177
1772702152973715500,5.788716,-0.000471,-0.000544,-0.002352
1772702152983764500,5.798764,0.000717,0.001353,-0.001299
1772702152993814500,5.808814,-0.002172,-0.000176,-0.000895
1772702153003863300,5.818863,0.001070,-0.000306,0.000150
1772702153013913300,5.828913,-0.002841,0.001759,-0.001002
1772702153023962600,5.838963,-0.004086,-0.000590,-0.000831
1772702153034012400,5.849012,0.000295,0.001400,0.001706
1772702153044061400,5.859062,0.002737,-0.001689,0.000936
1772702153054111500,5.869112,-0.002586,0.001029,-0.002865
1772702153064160300,5.879160,0.000570,-0.000656,0.000363
1772702153074210300,5.889210,-0.001593,-0.002212,-0.002464
1772702153084259600,5.899260,0.001539,-0.000495,-0.000378
1772702153094309400,5.909309,0.000699,0.002531,-0.001085
1772702153104358400,5.919358,0.000172,-0.000522,-0.002135
1772702153114408400,5.929408,0.001596,0.000454,-0.002196
1772702153124458500,5.939458,0.003853,0.000036,-0.001361
1772702153134507500,5.949508,0.000123,-0.000218,0.000007
1772702153144557600,5.959558,0.000737,0.001854,0.000405
1772702153154606300,5.969606,0.003934,0.002223,-0.002436
1772702153164656400,5.979656,0.001450,0.000990,0.001284
1772702153174705400,5.989705,0.000494,-0.001303,-0.000653
1772702153184755200,5.999755,0.001014,-0.000476,0.002206
